chipset,form_factor,m2_interfaces,manufacturer,memory_max_gb,memory_ram_type,memory_slots,name,sata_ports,socket
AMD B850,Micro ATX,"PCIe 5.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B850M AORUS ELITE WIFI6E ICE AM5 DDR5 Micro ATX,4,AM5
AMD B650E,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x2",ASUS,256,DDR5,4,ASUS B650E MAX GAMING WIFI W,4,AM5
AMD B650E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B650E STEEL LEGEND WIFI DDR5 ATX,0,AM5
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B760M DS3H WIFI6E GEN5 DDR5 Micro ATX,0,LGA 1700
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,64,DDR4,2,Biostar B550 MHP AM4 DDR4 Micro ATX,4,AM4
AMD B350,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,32,DDR4,2,Gigabyte B350 GA-AB350M-HD3 (rev. 1.0) DDR4 Micro ATX,6,AM4
AMD B450,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,4,Gigabyte B450 AORUS ELITE DDR4 ATX,0,AM4
AMD X370,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI X370 GAMING M7 ACK AM4 DDR4 ATX,6,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B760M GAMING X WIFI6E GEN5 DDR5 Micro ATX,0,LGA 1700
AMD B650,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B650 AORUS ELITE AM5 DDR5 ATX,4,AM5
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B550 AORUS PRO DDR4 ATX,6,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B760M AORUS PRO AX DDR4 Micro ATX,4,LGA 1700
AMD X370,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus CROSSHAIR VI HERO ATX AM4,8,AM4
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI Z690 PRO-A WIFI DDR4 ATX,0,LGA 1700
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR5,2,Gigabyte B860M EAGLE WIFI6 LGA1851 DDR5 Micro ATX,4,LGA 1851
AMD A620,Micro ATX,PCIe 4.0 x4,Gigabyte,96,DDR5,2,Gigabyte A620 S2H DDR5 Micro ATX,0,AM5
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4 / SATA, PCIe 4.0 x4 / SATA",MSI,256,DDR5,4,MSI PRO Z790-P II,6,LGA 1700
Intel B460,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus B460-F ROG STRIX GAMING LGA1200 DDR4 ATX,6,LGA 1200
AMD B350,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,32,DDR4,2,Asus B350M-K PRIME DDR4 Micro ATX,4,AM4
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 3.0 x4, PCIe 3.0 x4",MSI,128,DDR4,4,MSI MPG Z590 GAMING CARBON WIFI Gaming Motherboard,6,LGA 1200
AMD B840,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus B840 PRIME B840M-A-CSM AM5 DDR5 Micro ATX,0,AM5
AMD A520,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,64,DDR4,2,Biostar AMD A520 A520MHP AM4 DDR4 Micro ATX,4,AM4
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z590 Steel Legend WiFi 6E DDR4 ATX,6,LGA 1200
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR5,2,MSI B760M BOMBER WIFI LGA1700 DDR5 Micro ATX,0,LGA 1700
AMD X570,ATX,"Gen4x4, Gen4x4, PCIe WiFi module",ASRock,128,DDR4,4,ASRock X570 Phantom Gaming 4 AMD AM4 ATX Motherboard,8,AM4
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B560M AORUS PRO LGA1200 DDR4 Micro ATX,6,LGA 1200
AMD X370,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,4,ASRock X370 Killer SLI DDR4 ATX AM4,6,AM4
AMD X370,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI X370 GAMING PRO CARBON AC DDR4 ATX,6,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI PRO B760M-A WIFI DDR5 Micro ATX,4,LGA 1700
AMD A520,Micro ATX,PCIe 4.0 x4,MSI,64,DDR4,2,MSI A520M PRO DDR4 Micro ATX,4,AM4
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,ASUS PRIME B650M-R,0,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z690 AORUS ELITE AX DDR5 ATX,0,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,Asus Z790 ROG MAXIMUS Z790 APEX DDR5 ATX,6,LGA 1700
Intel H610,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,Asus H610 PRIME H610M-R LGA1700 DDR5 Micro ATX,4,LGA 1700
Intel B460,Micro ATX,"PCIE 3.0 x4, SATA, PCIE 3.0 x4",ASUS,128,DDR4,4,ASUS TUF GAMING B460M-PLUS Wi-Fi LGA 1200 Micro-ATX Motherboard,6,LGA 1200
AMD A620,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,Asus A620 TUF GAMING A620AM-PLUS AM5 DDR5 Micro ATX,0,AM5
AMD B350,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI B350M BAZOOKA AM4 DDR4 Micro ATX,0,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B760 B760M D3HP DDR5 Micro ATX,0,LGA 1700
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B850M EAGLE WIFI6E AM5 DDR5 Micro ATX,4,AM5
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 3.0 x4",MSI,128,DDR4,4,MSI B550M PRO-VDH,4,AM4
AMD B650,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B650 PG LIGHTNING AM5 DDR5 ATX,0,AM5
Intel Z590,ATX,"PCIe 4.0 x4, PCIe 3.0 x4, PCIe 3.0 x4, SATA",Gigabyte,128,DDR4,4,Z590 AORUS ULTRA,6,LGA 1200
AMD B450,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus B450 TUF GAMING PLUS II DDR4 ATX,0,AM4
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z490 Steel Legend DDR4 ATX,6,LGA 1200
Intel Z590,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z590M Phantom Gaming 4 DDR4 Micro ATX,4,LGA 1200
AMD A520,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,2,Asus A520 PRIME A520M-R DDR4 Micro ATX,0,AM4
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI B450M BAZOOKA V2 AM4 DDR4 Micro ATX,0,AM4
Intel Z890,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock Z890 LiveMixer WiFi,0,LGA 1851
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",NZXT,192,DDR5,4,NZXT Z790 N7 LGA1700 DDR5 ATX,0,LGA 1700
Intel Z890,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",NZXT,192,DDR5,4,NZXT Z890 N9 LGA1851 DDR5 ATX,0,LGA 1851
AMD B650,Micro ATX,PCIe 4.0 x4,Gigabyte,96,DDR5,2,Gigabyte B650M GAMING WIFI DDR5 Micro ATX,0,AM5
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS PRIME B850M-A,0,AM5
Intel H410,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,2,Asus H410 PRIME H410M-K R3.0 LGA1200 DDR4 Micro ATX,4,LGA 1200
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,ASUS EX-B760M-V5 PLUS,4,LGA 1700
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI B850M MAG MORTAR AM5 DDR5 Micro ATX,0,AM5
Intel H670,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4 & SATA",ASUS,128,DDR4,4,"ASUS PRIME H670-PLUS D4 LGA 1700(Intel 12th Gen) ATX Motherboard (PCIe 4.0, DDR4,3xM.2 Slots, 2.5Gb LAN, DP,HDMI, Aura Sync)",4,LGA 1700
AMD B650,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B650 AERO G AM5 WIFI DDR5 ATX,4,AM5
Intel H470,Micro ATX,PCIe 4.0 x4,Gigabyte,64,DDR4,2,Gigabyte H510M K V2 DDR4 Micro ATX,2,LGA 1200
Intel Z790,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus PRIME Z790M-PLUS LGA1700 DDR5 Micro ATX,4,LGA 1700
Intel Z890,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte Z890 AORUS ELITE WIFI7 ICE DDR5 ATX,0,LGA 1851
AMD B840,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus B840M-A PRIME WIFI-CSM AM5 DDR5 Micro ATX,0,AM5
AMD X370,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI X370 GAMING PRO AM4 DDR4 ATX,6,AM4
AMD B650,Micro ATX,"PCIe 5.0 x4, PCIe 5.0 x4",Colorful,192,DDR5,4,COLORFIRE B650M-MEOW WIFI ORANGE,4,AM5
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock B450M Pro4-F R2.0 DDR4 Micro ATX,4,AM4
AMD X870E,ATX,"PCIe 5.0 x4, PCIe 5.0 x4, PCIe 4.0 x2, PCIe 4.0 x4, PCIe 3.0 x4, PCIe 4.0 x4",ASRock,128,DDR5,2,ASRock X870E Taichi OCF,2,AM5
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock B450 M/ac R2.0 WIFI DDR4 Micro ATX,0,AM4
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI X570S MPG CARBON MAX WIFI AM4 DDR4 ATX,0,AM4
AMD A520,Micro ATX,PCIe 3.0 x4,Gigabyte,64,DDR4,2,Gigabyte A520M S2H (Rev. 1.x),4,AM4
AMD B450,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,4,Asus B450-PLUS TUF GAMING DDR4 ATX,0,AM4
AMD X370,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,4,ASRock X370 Pro4 AM4 DDR4 ATX,6,AM4
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z690 Steel Legend WiFi 6E DDR4 ATX,8,LGA 1700
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI B650 PRO DDR5 Micro ATX,0,AM5
Intel Z690,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus Z690 PRIME Z690M-PLUS D4 DDR4 Micro ATX,4,LGA 1700
AMD X870E,EATX,"PCIe 5.0 x4, PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x2",Gigabyte,256,DDR5,4,Gigabyte X870E AORUS XTREME X3D AI TOP,2,AM5
AMD B850,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B850 GAMING WIFI6 AM5 DDR5 ATX,0,AM5
Intel H410,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI H410 PRO H410M-B LGA1200 DDR4 Micro ATX,4,LGA 1200
AMD X870,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,Asus X870 MAX GAMING WIFI7 AM5 DDR5 ATX,0,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus Z690 PRIME Z690-A DDR5 ATX,0,LGA 1700
Intel B760,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MAXSUN,64,DDR4,2,MAXSUN B760 Terminator ITX D4 WIFI LGA1700 DDR4 Mini ITX,4,LGA 1700
Intel H410,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI H410I PRO WIFI DDR4 Mini ITX,0,LGA 1200
AMD B650,ATX,"PCIe 5.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS PRIME B650-PLUS WIFI-CSM,4,AM5
AMD X870,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte X870 AORUS ELITE WIFI7 ICE AM5 DDR5 ATX,0,AM5
Intel H510,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,2,Gigabyte H510M S2H DDR4 Micro ATX,4,LGA 1200
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI X570 MEG ACE DDR4 ATX,0,AM4
AMD B650,Micro ATX," PCIe 5.0 x4,  PCIe 5.0 x4",ASUS,96,DDR5,2,ASUS PRIME B650M-K,4,AM5
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B760 AORUS MASTER DDR4 ATX,4,LGA 1700
Intel Z690,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,96,DDR5,2,Gigabyte Z690 AORUS TACHYON LGA1700 DDR5 EATX,6,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z790 EAGLE AX DDR5 ATX,0,LGA 1700
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B450 AORUS M AM4 DDR4 Micro ATX,0,AM4
Intel Z890,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte Z890 UD WIFI6E DDR5 ATX,0,LGA 1851
AMD X870E,ATX,"PCIe 5.0 x4, PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI X870E MPG EDGE TI WIFI AM5 DDR5 ATX,4,AM5
Intel H610,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,2,Gigabyte H610 H610M H LGA1700 DDR4 Micro ATX,4,LGA 1700
Intel Z890,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte Z890 AORUS PRO ICE WIFI DDR5 ATX,0,LGA 1851
Intel B660,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus B660 PRIME B660M-A WIFI D4 DDR4 Micro ATX,0,LGA 1700
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte X570 AORUS ELITE WIFI AM4 DDR4 ATX,0,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,192,DDR5,4,Biostar B760 MZ-E PRO LGA1700 DDR5 Micro ATX,4,LGA 1700
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,64,DDR4,2,Biostar B760 MX2-E D4 LGA1700 DDR4 Micro ATX,4,LGA 1700
AMD B450,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,64,DDR4,2,Biostar B450 B450NH AM4 DDR4 Mini ITX,0,AM4
AMD X870E,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock X870E Taichi AM5 DDR5 EATX,0,AM5
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS TUF GAMING B550M-E WIFI,0,AM4
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS TUF GAMING B650EM-PLUS WIFI,0,AM5
Intel Z490,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,2,ASRock Z490 M-ITX/ac LGA1200 DDR4 Mini ITX,4,LGA 1200
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS ROG STRIX B550-F GAMING,0,AM4
Intel B460,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI B460M PRO LGA1200 DDR4 Micro ATX,6,LGA 1200
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",NZXT,128,DDR4,4,NZXT Z490 N7 DDR4 ATX,4,LGA 1200
AMD A620,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus A620 PRIME A620M-A DDR5 Micro ATX,4,AM5
AMD X870E,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 3.0 x2",ASRock,256,DDR5,4,ASRock X870E Phantom Gaming Nova WiFi DDR5 ATX,2,AM5
AMD A620,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte A620M C AM5 DDR5 Micro ATX,4,AM5
Intel Z790,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI Z790 MEG GODLIKE DDR5 EATX,0,LGA 1700
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR5,4,Asus PRIME B650M-A-CSM,4,AM5
Intel B660,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI B660 PRO-A DDR5 ATX,4,LGA 1700
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,192,DDR5,4,ASRock B760M Pro-A WiFi DDR5 Micro ATX,4,LGA 1700
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,32,DDR4,2,Gigabyte B450 M H AM4 DDR4 Micro ATX,4,AM4
Intel B660,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI B660 PRO B660M-A WIFI DDR5 Micro ATX,4,LGA 1700
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI MPG B550 GAMING EDGE WIFI,0,AM4
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte X570 AORUS MASTER DDR4 ATX,6,AM4
Intel B660,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,2,Gigabyte B660I AORUS Pro LGA1700 DDR4 Mini ITX,4,LGA 1700
AMD X470,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,32,DDR4,2,Asus X470 ROG STRIX I GAMING DDR4 Mini ITX,4,AM4
AMD A520,Micro ATX,PCIe 3.0 x4,Gigabyte,64,DDR4,2,Gigabyte A520M H (Rev. 1.x),4,AM4
Intel Z690,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,2,ASRock Z690 M-ITX/ax DDR4 Mini ITX,0,LGA 1700
Intel Z890,ATX,"PCIe Gen5x4, PCIe Gen4x4, PCIe Gen4x4, PCIe Gen4x4, PCIe Gen4x4",ASRock,256,DDR5,4,ASRock Z890 Riptide WiFi,4,LGA 1851
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,192,DDR5,4,ASRock B760M PG SONIC WiFi DDR5 Micro ATX,0,LGA 1700
AMD A620,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,Asus A620 PRIME-E DDR5 Micro ATX,4,AM5
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR5,2,Gigabyte B860M D LGA1851 DDR5 Micro ATX,4,LGA 1851
Intel B460,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus B460-H ROG STRIX GAMING LGA1200 DDR4 ATX,6,LGA 1200
AMD X370,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,4,Gigabyte X370 GA-AX370M-Gaming 3 AM4 DDR4 Micro ATX,6,AM4
